
The following have been reloaded with a version change:
  1) GCCcore/12.3.0 => GCCcore/14.2.0
  2) binutils/2.40-GCCcore-12.3.0 => binutils/2.42-GCCcore-14.2.0
  3) zlib/1.2.13-GCCcore-12.3.0 => zlib/1.3.1-GCCcore-14.2.0

Activating virtual environment...
Using Python from: /WAVE/projects2/sd-2024-25-cloud-lab-llm/NetGen/john/env/bin/python
Starting training model5...
Number of trainable parameters: 86446572
Epoch [1/300], Loss: 10.195357
Epoch [179/300], Loss: 3.165712
Epoch [180/300], Loss: 3.159427
Epoch [181/300], Loss: 3.153868
Epoch [182/300], Loss: 3.150813
Epoch [183/300], Loss: 3.146733
Epoch [184/300], Loss: 3.148735
Epoch [185/300], Loss: 3.144069
Epoch [186/300], Loss: 3.135436
Epoch [187/300], Loss: 3.133926
Epoch [188/300], Loss: 3.133555
Epoch [189/300], Loss: 3.133940
Epoch [190/300], Loss: 3.125591
Epoch [191/300], Loss: 3.131460
Epoch [192/300], Loss: 3.119010
Epoch [193/300], Loss: 3.122682
Epoch [194/300], Loss: 3.112807
Epoch [195/300], Loss: 3.117482
Epoch [196/300], Loss: 3.109063
Epoch [197/300], Loss: 3.106386
Epoch [198/300], Loss: 3.110569
Epoch [199/300], Loss: 3.106995
Epoch [200/300], Loss: 3.101442
Epoch [201/300], Loss: 3.100044
Epoch [202/300], Loss: 3.100282
Epoch [203/300], Loss: 3.097180
Epoch [204/300], Loss: 3.085886
Epoch [205/300], Loss: 3.094302
Epoch [206/300], Loss: 3.083418
Epoch [207/300], Loss: 3.079218
Epoch [208/300], Loss: 3.088045
Epoch [209/300], Loss: 3.071273
Epoch [210/300], Loss: 3.078520
Epoch [211/300], Loss: 3.074308
Epoch [212/300], Loss: 3.069199
Epoch [213/300], Loss: 3.065258
Epoch [214/300], Loss: 3.071036
Epoch [215/300], Loss: 3.064877
Epoch [216/300], Loss: 3.060245
Epoch [217/300], Loss: 3.055757
Epoch [218/300], Loss: 3.059826
Epoch [219/300], Loss: 3.063087
Epoch [220/300], Loss: 3.058587
Epoch [221/300], Loss: 3.052454
Epoch [222/300], Loss: 3.052919
Epoch [223/300], Loss: 3.048352
Epoch [224/300], Loss: 3.038685
Epoch [225/300], Loss: 3.042684
Epoch [226/300], Loss: 3.039489
Epoch [227/300], Loss: 3.033242
Epoch [228/300], Loss: 3.033283
Epoch [229/300], Loss: 3.036705
Epoch [230/300], Loss: 3.027848
Epoch [231/300], Loss: 3.024645
Epoch [232/300], Loss: 3.022478
Epoch [233/300], Loss: 3.029464
Epoch [234/300], Loss: 3.019770
Epoch [235/300], Loss: 3.022812
Epoch [236/300], Loss: 3.014022
Epoch [237/300], Loss: 3.016700
Epoch [238/300], Loss: 3.018481
Epoch [239/300], Loss: 3.007709
Epoch [240/300], Loss: 3.010559
Epoch [241/300], Loss: 3.009064
Epoch [242/300], Loss: 3.004185
Epoch [243/300], Loss: 3.001987
Epoch [244/300], Loss: 2.998630
Epoch [245/300], Loss: 2.993867
Epoch [246/300], Loss: 2.990936
Epoch [247/300], Loss: 2.989992
Epoch [248/300], Loss: 2.990301
Epoch [249/300], Loss: 2.995276
Epoch [250/300], Loss: 2.985922
Epoch [251/300], Loss: 2.988530
Epoch [252/300], Loss: 2.983436
Epoch [253/300], Loss: 2.981026
Epoch [254/300], Loss: 2.975849
Epoch [255/300], Loss: 2.974819
Epoch [256/300], Loss: 2.972493
Epoch [257/300], Loss: 2.970764
Epoch [258/300], Loss: 2.971490
Epoch [259/300], Loss: 2.969854
Epoch [260/300], Loss: 2.964686
Epoch [261/300], Loss: 2.956352
Epoch [262/300], Loss: 2.961170
Epoch [263/300], Loss: 2.965878
Epoch [264/300], Loss: 2.956515
Epoch [265/300], Loss: 2.959013
Epoch [266/300], Loss: 2.956658
Epoch [267/300], Loss: 2.950287
Epoch [268/300], Loss: 2.950371
Epoch [269/300], Loss: 2.943804
Epoch [270/300], Loss: 2.944567
Epoch [271/300], Loss: 2.945858
Epoch [272/300], Loss: 2.943100
Epoch [273/300], Loss: 2.934236
Epoch [274/300], Loss: 2.938207
Epoch [275/300], Loss: 2.940143
Epoch [276/300], Loss: 2.936033
Epoch [277/300], Loss: 2.930204
Epoch [278/300], Loss: 2.928652
Epoch [279/300], Loss: 2.928629
Epoch [280/300], Loss: 2.932060
Epoch [281/300], Loss: 2.927207
Epoch [282/300], Loss: 2.921672
Epoch [283/300], Loss: 2.922609
Epoch [284/300], Loss: 2.923648
Epoch [285/300], Loss: 2.917558
Epoch [286/300], Loss: 2.914884
Epoch [287/300], Loss: 2.909767
Epoch [288/300], Loss: 2.914728
Epoch [289/300], Loss: 2.913143
Epoch [290/300], Loss: 2.911689
Epoch [291/300], Loss: 2.903575
Epoch [292/300], Loss: 2.905037
Epoch [293/300], Loss: 2.913927
Epoch [294/300], Loss: 2.902477
Epoch [295/300], Loss: 2.906380
Epoch [296/300], Loss: 2.896818
Epoch [297/300], Loss: 2.896481
Epoch [298/300], Loss: 2.896956
Epoch [299/300], Loss: 2.890868
Epoch [300/300], Loss: 2.893534
Traceback (most recent call last):
  File "train_model5.py", line 356, in <module>
    main()
  File "train_model5.py", line 346, in main
    generated_tokens = generate_packets(model, user_prompt, text_tokenizer, packet_tokenizer, device, max_len=100)
  File "train_model5.py", line 231, in generate_packets
    top_k_filtered_logits = top_k_logits(logits, k)
  File "train_model5.py", line 212, in top_k_logits
    return torch.where(logits < min_values, float('-inf'), logits)
RuntimeError: expected scalar type double but found float
