
The following have been reloaded with a version change:
  1) GCCcore/12.3.0 => GCCcore/14.2.0
  2) binutils/2.40-GCCcore-12.3.0 => binutils/2.42-GCCcore-14.2.0
  3) zlib/1.2.13-GCCcore-12.3.0 => zlib/1.3.1-GCCcore-14.2.0

Activating virtual environment...
Using Python from: /WAVE/projects2/sd-2024-25-cloud-lab-llm/NetGen/john/env/bin/python
Starting training model5...
Number of trainable parameters: 86446572
Epoch [1/300], Loss: 10.031887
Epoch [211/300], Loss: 3.070857
Epoch [212/300], Loss: 3.069414
Epoch [213/300], Loss: 3.075623
Epoch [214/300], Loss: 3.062133
Epoch [215/300], Loss: 3.057802
Epoch [216/300], Loss: 3.063662
Epoch [217/300], Loss: 3.059933
Epoch [218/300], Loss: 3.060966
Epoch [219/300], Loss: 3.062022
Epoch [220/300], Loss: 3.046573
Epoch [221/300], Loss: 3.049088
Epoch [222/300], Loss: 3.044404
Epoch [223/300], Loss: 3.039649
Epoch [224/300], Loss: 3.047313
Epoch [225/300], Loss: 3.040577
Epoch [226/300], Loss: 3.040020
Epoch [227/300], Loss: 3.034074
Epoch [228/300], Loss: 3.032675
Epoch [229/300], Loss: 3.029302
Epoch [230/300], Loss: 3.029755
Epoch [231/300], Loss: 3.024653
Epoch [232/300], Loss: 3.022930
Epoch [233/300], Loss: 3.022665
Epoch [234/300], Loss: 3.021626
Epoch [235/300], Loss: 3.020921
Epoch [236/300], Loss: 3.012931
Epoch [237/300], Loss: 3.013357
Epoch [238/300], Loss: 3.008425
Epoch [239/300], Loss: 3.011590
Epoch [240/300], Loss: 3.009281
Epoch [241/300], Loss: 3.004137
Epoch [242/300], Loss: 2.995573
Epoch [243/300], Loss: 3.001034
Epoch [244/300], Loss: 2.999386
Epoch [245/300], Loss: 2.996609
Epoch [246/300], Loss: 2.990372
Epoch [247/300], Loss: 2.990431
Epoch [248/300], Loss: 2.986525
Epoch [249/300], Loss: 2.989666
Epoch [250/300], Loss: 2.988275
Epoch [251/300], Loss: 2.982228
Epoch [252/300], Loss: 2.984578
Epoch [253/300], Loss: 2.978002
Epoch [254/300], Loss: 2.980851
Epoch [255/300], Loss: 2.970524
Epoch [256/300], Loss: 2.972861
Epoch [257/300], Loss: 2.964656
Epoch [258/300], Loss: 2.973766
Epoch [259/300], Loss: 2.965660
Epoch [260/300], Loss: 2.967202
Epoch [261/300], Loss: 2.964883
Epoch [262/300], Loss: 2.958762
Epoch [263/300], Loss: 2.957859
Epoch [264/300], Loss: 2.960944
Epoch [265/300], Loss: 2.958023
Epoch [266/300], Loss: 2.948443
Epoch [267/300], Loss: 2.953339
Epoch [268/300], Loss: 2.945100
Epoch [269/300], Loss: 2.942532
Epoch [270/300], Loss: 2.944190
Epoch [271/300], Loss: 2.945202
Epoch [272/300], Loss: 2.938589
Epoch [273/300], Loss: 2.940034
Epoch [274/300], Loss: 2.935248
Epoch [275/300], Loss: 2.935186
Epoch [276/300], Loss: 2.931567
Epoch [277/300], Loss: 2.927407
Epoch [278/300], Loss: 2.929789
Epoch [279/300], Loss: 2.923164
Epoch [280/300], Loss: 2.923312
Epoch [281/300], Loss: 2.926362
Epoch [282/300], Loss: 2.918755
Epoch [283/300], Loss: 2.922577
Epoch [284/300], Loss: 2.920639
Epoch [285/300], Loss: 2.915793
Epoch [286/300], Loss: 2.918788
Epoch [287/300], Loss: 2.909335
Epoch [288/300], Loss: 2.911617
Epoch [289/300], Loss: 2.909496
Epoch [290/300], Loss: 2.910245
Epoch [291/300], Loss: 2.902466
Epoch [292/300], Loss: 2.908090
Epoch [293/300], Loss: 2.901479
Epoch [294/300], Loss: 2.902976
Epoch [295/300], Loss: 2.907613
Epoch [296/300], Loss: 2.898605
Epoch [297/300], Loss: 2.894213
Epoch [298/300], Loss: 2.895424
Epoch [299/300], Loss: 2.888112
Epoch [300/300], Loss: 2.891399
Traceback (most recent call last):
  File "train_model5.py", line 356, in <module>
    main()
  File "train_model5.py", line 346, in main
    generated_tokens = generate_packets(model, user_prompt, text_tokenizer, packet_tokenizer, device, max_len=100)
  File "train_model5.py", line 231, in generate_packets
    top_k_filtered_logits = top_k_logits(logits, k)
  File "train_model5.py", line 212, in top_k_logits
    return torch.where(logits < min_values, float('-inf'), logits)
RuntimeError: expected scalar type double but found float
